1.126718865056453874e-04,1.741489158268647247e-03,2.526622953869627451e-03,1.840414596477577035e-05,9.363620704918425297e-03,3.992619356243622478e-03,5.515218655765921282e-03,4.014392512461074859e-04,6.481447657532096902e-03,-4.266252365476397301e-03
4.790562316113757511e-04,2.415337076597561666e-03,3.447244081487475104e-03,4.056233507600160191e-05,6.534923711201225290e-03,1.759288136184273621e-03,1.157831844207842485e-02,2.390889778649760329e-03,1.970516298423099881e-03,-4.303421980032084981e-03
8.857768154286872037e-05,3.243299348978099725e-03,2.553948113670490364e-02,2.136245081776938609e-05,3.969437349122030903e-03,1.028750464833748726e-02,3.868277708972131046e-04,6.228548031862115447e-02,5.498985094049150049e-03,-7.199576513755867602e-02
5.573838945663065554e-05,8.050618300606372096e-03,1.782825115419652343e-02,8.652449176723144247e-05,6.423472221078730358e-04,1.146455606605512739e-02,1.851736452360222291e-03,4.692760854688149061e-03,8.213798571939674026e-04,-5.896189401593088242e-03
1.057919247478516893e-04,1.515137748659465969e-03,3.805701725775816925e-03,9.170630034145204549e-05,2.263124559378425216e-02,8.810576936062213720e-04,4.735891317383522994e-03,1.436246148503883199e-03,2.095945857168740167e-03,-7.238219609343343741e-03
5.993589640774330283e-05,2.935923734338787266e-03,3.912350472244236106e-03,2.554420013157582644e-05,3.510278392325417302e-03,3.917000405549608127e-03,5.445239561231433011e-03,1.347697572942679325e-03,4.076092292993672636e-03,-2.979749698407418990e-03
1.570981651500360273e-04,1.859976533475787364e-03,3.213170057020072606e-02,6.764414056231184916e-05,1.484253164826180747e-03,1.293222478742486964e-03,1.379460430130038419e-02,9.531397513391381970e-03,1.544659066832474109e-03,-2.125085087573930220e-02
1.364456667384918219e-04,8.834103357933587031e-02,3.680321289567901628e-03,3.127328715147123804e-05,1.326250957417592913e-01,1.702236843858829531e-04,2.798188884001687454e-03,2.523580134149058709e-03,9.136454881606244837e-05,-1.806478008004001046e-01
7.759043916382982111e-05,6.879490255193456902e-03,1.617981224728057624e-02,2.649222656948397551e-05,5.410448579297395637e-03,2.608324835590232829e-03,2.604305388417888899e-03,9.773440265963544149e-03,4.435961428513581807e-03,-1.139806964004563827e-02
4.562059950400723651e-04,1.274775044408135933e-03,1.194567016347037880e-01,1.507198571649049235e-04,6.071778547207132802e-03,2.069809908062843489e-04,8.278479818650581398e-03,1.460222244044499622e-03,2.648649904962591724e-03,-4.934050602904771488e-02
5.764491168812602005e-05,8.929246779780892693e-04,9.255787495514771271e-03,6.621144060541455994e-05,3.555563534948103649e-02,1.460618668426875814e-03,1.404479132173950314e-03,2.578395905922117089e-03,1.974437610602181557e-03,-2.881188224883823867e-02
5.463604271122492076e-05,8.549483301103746186e-03,8.581344135412588559e-03,4.481611672617658872e-05,6.038331477988902012e-03,2.156658470483965688e-03,1.725343698301350830e-03,2.911475674959043691e-03,1.641707991923960133e-03,-8.568573543724200547e-03
4.700710070265060378e-05,1.168010515001408414e-03,2.564188815149893129e-03,3.604543121422027391e-05,7.858710569657140557e-03,2.966870677027406283e-03,2.178198925438149403e-03,5.423542878330254178e-04,2.065276648620332795e-03,-3.319260140733359954e-03
1.735151602043218490e-04,4.786945354182033791e-02,1.124352447591113989e-02,1.641153403593070394e-05,3.351216231799527233e-03,6.721266641199255196e-03,3.375873146935230631e-03,3.536818571407393573e-04,2.909381597890795630e-04,-7.983785600765480606e-02
1.341518947480776819e-04,1.628170783204370734e-04,4.722133383974926719e-04,2.005103198955495466e-05,6.268450166332702016e-03,1.188051187150158082e-02,3.953250619286996850e-03,1.957355687621292403e-03,9.347288710774559473e-03,-7.609895129679467018e-03
2.732720895691041090e-04,4.444308461985278596e-04,8.023590725951933048e-04,5.600358653849116936e-05,6.984298524456100665e-02,2.138197109583094349e-02,1.152492555043296450e-03,1.813103002150264625e-02,1.044805522882612638e-03,-1.427032152426727096e-01
1.306456510275669323e-04,2.483210064879440380e-03,4.388709896385608288e-03,8.021283639979642451e-05,1.508548669390935874e-03,2.258795841228116320e-03,7.212733695689432095e-03,2.979972170095607741e-03,4.213704318660540528e-04,-1.756988755557187254e-03
8.246090772939127986e-05,7.099725678035603664e-03,4.011874150055717327e-03,1.832477642773639733e-05,1.514222661788968208e-02,8.487576013061701175e-03,7.380053067580450918e-04,6.334078808594496195e-04,3.101302919204157785e-04,-1.956301881504252105e-02
2.152165635130832901e-04,2.102600451240904547e-04,3.386476730604695800e-04,2.472827923185174308e-05,5.555312833226178776e-02,9.706876764447713163e-03,3.450611968020747024e-03,2.992360707451258281e-04,7.109777135705644055e-03,-1.436630679584005588e-02
6.195183162807794258e-05,1.346199374387803058e-03,1.111933342131184860e-02,2.950363338309928705e-05,1.062610283508054997e-02,3.927631485565553048e-03,7.712068027468354505e-04,2.181659525575095453e-03,2.933528324163642460e-03,-1.445985040966235591e-02
8.612744201090438332e-05,1.323999972379126620e-03,5.369693096627489899e-04,1.016338738137075428e-04,4.844966797960763467e-03,2.970544348358247072e-02,9.621387364020573575e-04,2.422805633681997652e-04,1.826993806162365876e-03,-9.992312980085182872e-03
1.295826345793099643e-04,1.431658019415543021e-02,1.593434024130150825e-02,2.037445625304538311e-05,2.671297021397135707e-02,1.044780918373058301e-03,1.376033865153489461e-03,6.213257525826545308e-03,8.243007879068802238e-03,-2.137231859942256840e-02
4.846697172592531755e-05,1.334098101996732122e-02,8.848201657415528248e-03,2.282551969109335722e-05,1.892856224946341120e-02,1.745537725196971614e-03,1.301176266984819911e-03,1.087415810279528799e-03,4.540285684351557543e-04,-1.337342134802055327e-02
2.384906893997942249e-04,8.439418284773807580e-03,2.852804068181819148e-03,1.608595171133491970e-04,3.996110780406979951e-02,4.848926412329437018e-04,2.279549196129276954e-03,2.073850626973852695e-02,1.989941077831738295e-03,-1.840447529261018955e-01
3.123090590579265257e-05,8.031702490324806954e-04,8.332403748675758920e-03,2.529930820979444587e-04,7.307132754252390616e-02,1.427512983001082581e-03,2.413369220341874798e-03,6.045715383045748882e-03,1.723829116816733226e-03,-7.485024730920952774e-02
4.542621805698331290e-05,1.077468859594922154e-02,5.608856305261231828e-03,5.603486836750431961e-05,2.967471002379757587e-03,8.660578301614672847e-04,1.586393243617445189e-03,2.978365983446981148e-03,1.133217966013853493e-03,-8.407791919964879845e-03
2.163565662027747290e-04,6.798145751812739897e-03,2.501238751364253396e-04,6.498633603968130687e-04,5.885351863030802155e-02,6.893108437124903509e-02,1.721298665955894825e-03,7.959138840754641838e-04,1.293144421632948802e-03,-3.531939581260509220e-01
1.313917479748226934e-04,2.565375801624711870e-03,1.339487060842341898e-03,6.559446018930032048e-04,6.257242570967801176e-02,4.629647393144014820e-04,1.008977543442512873e-03,4.598365883530130226e-03,2.696239061047861225e-04,-1.311170992082981712e-01
1.178876410239294717e-04,1.208484994303030656e-02,3.312209771019253637e-03,1.615441413523588648e-04,2.024961614988938230e-01,3.057660376686613889e-04,2.367533025028159457e-03,5.676188108236476619e-03,6.077991119528761409e-05,-1.302915836181186560e-01
8.311782828866353843e-05,1.898366175352395047e-02,6.263213267636545852e-03,1.030225576590153102e-05,1.784573310696069975e-02,1.524852460110654373e-03,2.487396160020067300e-03,1.788587661360739947e-03,4.236102963793906065e-03,-2.096985631473302636e-02
3.993295836859173109e-03,2.816595461543339434e-03,1.836085331804512952e-04,8.417077725972645899e-05,2.045665568996690026e-02,1.235726279051432841e-02,2.588099443755608603e-02,2.720817723628043278e-03,3.872513007955249477e-03,-1.525015278503394356e-01
8.893492204743478160e-05,5.918223123171658002e-03,3.290703855522027210e-03,9.340399209909227738e-05,6.364950157800559373e-03,8.663526192748707139e-03,7.922197704214123610e-04,1.966952476815391967e-03,5.692915421943992764e-04,-7.773580882020847405e-03
5.281867912462002616e-05,4.807985482849381001e-03,4.021151102459044439e-03,7.573702094240584656e-05,8.386301927841354614e-03,5.222952166364432103e-03,8.969899198751202490e-04,1.117661866046067371e-03,5.326815608986704099e-04,-5.521329336655389497e-03
4.070709513178198387e-05,8.779133809495827737e-03,1.369195971656525773e-03,1.327455646316441510e-05,5.490981256626922651e-03,1.013955365296447669e-02,7.268531991200621531e-03,5.478269585557377644e-05,1.519169058708806381e-03,-1.910228815872572206e-02
4.079270364583162915e-05,2.291626257085447715e-03,4.227092979513402682e-03,6.313807043461372578e-05,4.794800856214673918e-03,2.959614156809647467e-03,1.355422137954228994e-03,8.972845123363068802e-04,6.833157336487637960e-04,-2.397117527709657914e-03
6.694570489083435862e-05,7.291249441735832455e-03,3.371043106511719799e-03,1.522943535245426605e-05,1.794459091873216311e-02,3.789936360780960922e-03,2.226268140606335166e-03,4.336735224704341921e-04,3.166616029021501483e-03,-1.369748624498656753e-02
6.818044641115500470e-05,3.858935822902312776e-04,8.780602204538522819e-04,4.931275104351139728e-05,9.844779894594356609e-03,6.578698960083687909e-03,2.474408109810380396e-03,6.556620634056581094e-04,3.140009274028746338e-03,-4.656456575847678359e-03
4.309926574102364337e-05,1.643059097807316815e-03,3.883100033829503875e-03,7.202361068013335855e-05,5.525088736082002690e-03,2.217553941708866848e-03,2.025723700050171151e-03,8.031761485091759405e-04,7.521221667298868749e-04,-2.367429799366216336e-03
3.973170276396350783e-05,3.585473338954864222e-03,4.946819246497166297e-03,2.170288490393883522e-04,1.375848813003969964e-03,1.251973994786463422e-02,1.945913167161087993e-03,1.165416988410311779e-03,2.757342673694602574e-04,-2.932261004071512467e-03
3.555848187202710381e-05,1.181019521572215488e-03,2.699796757561482696e-03,6.650186409896943957e-05,1.630612933753067305e-03,6.745431613976337303e-03,1.651849803866326308e-03,7.733592601072963174e-04,8.291094193381791638e-04,-1.753034630458727428e-03
5.694806901728344944e-05,6.074067234704272344e-03,5.696937601622279780e-03,6.012409847916395353e-05,8.357528856172897688e-03,2.489340515735800462e-03,9.343323115084121219e-04,1.658479999494565267e-03,5.041658314524610210e-04,-5.255168764598527886e-03
5.076346143289866734e-05,1.498681474770575906e-03,1.777778534189782076e-03,5.551973666836457585e-05,7.059743731364630584e-03,5.473347174957187561e-03,1.266028602683283910e-03,4.846939399960762730e-04,9.403483858940928607e-04,-3.223682717320430768e-03
1.252221810831962367e-04,6.189236874031301197e-03,3.502438710529542833e-03,9.889854609677520931e-05,3.615932602846247401e-02,1.876031279458065595e-02,3.721525079310730125e-04,4.626755959689357253e-03,1.205235724140785560e-03,-3.406829400246369488e-02
6.985969015053669162e-05,4.142746532933957483e-03,1.136343800769297821e-03,1.939205482633787005e-05,3.899688087268905756e-03,1.356631595163402398e-02,1.156805982770319971e-02,1.008250501242009979e-04,2.057932133318844323e-02,-1.098742560267107482e-02
1.359654959295224274e-04,1.267884699410182052e-03,1.294946943047637321e-03,8.970086479764565639e-05,2.997500702403730136e-02,1.414855790112482664e-02,8.180765793499609551e-04,1.352842880532441274e-04,9.207466825337204700e-04,-8.948063940319883613e-03
4.730297784864111860e-05,3.785109087065712322e-03,5.280925463949035989e-03,1.486116508257065232e-04,1.339931842012646174e-02,2.105315998481635444e-03,1.031620271925414497e-03,4.389915468650267341e-03,4.299783901344331910e-04,-5.559260237393615078e-03
6.933484423531286714e-05,4.382425571915952002e-04,1.059008075974885625e-03,3.055662970467219177e-05,3.263929858815623267e-03,9.614501683391320219e-03,2.105447732519366219e-03,6.317613372199676596e-04,2.808604228747410038e-03,-3.135891604213902895e-03
