0.000000000000000000e+00,-1.020010704135779905e-02,-3.825495114534152585e-02,2.043339617322106113e-03,3.011834324809105623e-01,-5.979478327614361904e-02,2.731929137882076544e-03,-3.853804585212065609e-03,3.503004876506771127e-04,-2.486649693720440531e-03,-3.404918704103516644e-03,-2.515227148347855962e-02,1.251077124987669915e-03,9.691958169888154192e-04,2.423987357473299589e-02,3.379305217576178411e-03,-1.045046157618703501e-02,2.982473217793507863e-03,-3.570080784295774634e-02,-2.098640354850153655e-02,1.181981927255175008e-01,-7.467823499199227263e-03,-8.268363824756225916e-03,1.041420765080454435e-03,3.031095760951728682e-02,5.593093334308035791e-02
0.000000000000000000e+00,-1.704678964285599122e-03,-2.535451433139016691e-02,1.820941674987141060e-02,2.532176291803678314e-01,-5.449282996284240260e-02,2.860576726011565627e-03,-4.170958524875782031e-02,1.468478953204787512e-04,-1.990498500610990863e-03,-1.986368245418317253e-03,-4.331613307882173358e-02,9.647937056766973376e-04,4.764034975326815837e-04,4.291292994820322670e-02,2.347278112443137218e-03,-6.249518137235191007e-03,1.016617887140168226e-03,-4.679936931354301138e-02,-3.525838990243289339e-02,1.224742390449689855e-01,-3.501162365246703479e-03,-3.202589706417151988e-02,3.772537496806310786e-03,5.074845292152734867e-03,3.268344336110044768e-02
0.000000000000000000e+00,-2.984689092622002087e-03,-1.247645635357070258e-02,7.278408638023103850e-04,1.233497208517707611e-01,-2.232491927270395179e-02,1.463302683401040104e-02,-3.969857263125350748e-03,2.413541897931244067e-03,-2.901563663178861885e-02,-1.253874208665934492e-02,-9.436415020759632288e-02,1.078091334912892676e-02,4.397593106264321441e-04,7.831576675542172364e-03,3.139568137909216732e-03,-1.674849538981241712e-02,4.197080902336700753e-02,-9.466571696037552261e-03,-2.038309954313947178e-03,1.213775772336778309e-02,-2.706098824879826434e-02,-1.735149138702849619e-02,5.642414610679958968e-03,2.364465636384781994e-02,4.722231853010577796e-02
0.000000000000000000e+00,-9.338626126224441534e-03,-1.885570299919938969e-03,1.260185537232294279e-03,1.096180131973172739e-01,-3.401539636973701514e-02,1.404261169385747667e-02,-4.249973847459663848e-03,2.819691291033154211e-03,-1.557157093882192422e-01,-2.174314439495817017e-03,-4.441362985777638772e-02,9.089308591012887654e-04,1.340598789415405577e-03,1.229674258450324728e-02,4.723678396328815179e-04,-3.464485710547751934e-03,5.742504030051693610e-03,-9.491227709355998937e-03,-2.601723887772180218e-03,1.810492073059855878e-01,-6.327179286455511704e-03,-1.143513211177780813e-02,2.334668500379242194e-03,2.270417678853236393e-02,1.509053748851845247e-02
0.000000000000000000e+00,-4.008651603667035641e-04,-3.754011644656107816e-02,3.328515505491859948e-03,2.573060375430503699e-01,-6.623576036041414761e-02,4.106420782159302769e-04,-1.475199678243949673e-03,1.629707352293122345e-06,-4.390235209445826522e-06,-3.173706293271855161e-02,-4.811397626937089639e-02,1.176128583003229269e-03,6.594463245215230757e-06,2.603638762058572281e-02,2.209570893035205357e-03,-2.228450193410016697e-02,1.206778261553701154e-03,-5.946855056446902904e-02,-6.264285582710109844e-03,6.219114569359465716e-02,-1.837134575169181022e-02,-4.535351733116005368e-02,5.229112948940162953e-06,5.926999346632866794e-04,2.497285144257207004e-02
0.000000000000000000e+00,-8.470995026810718186e-04,-3.143756339122925967e-04,2.618914248730930104e-05,2.994171891902031035e-01,-2.137842375074445675e-02,1.390774312908959380e-03,-3.624937856721295419e-03,3.856040555520642201e-06,-7.025123156398770846e-06,-1.141813783002118451e-04,-1.473978839472701863e-02,4.584750705918419489e-03,1.850526358310277921e-05,3.777986933306267336e-04,3.322942897087902830e-02,-2.374639005856506863e-02,8.045751752080309779e-03,-6.591865971968862738e-03,-2.937444313837708071e-02,3.122033470147667772e-02,-8.000408259881479703e-03,-4.130103785511397840e-02,2.954738137377359443e-07,2.022884730165843119e-03,2.702877205935931906e-02
0.000000000000000000e+00,-1.269075622881474632e-03,-5.239071687448708728e-03,3.512549414293041072e-02,1.361947816853671667e-01,-6.576206407437622248e-02,1.422357149113793497e-02,-2.839793413965060759e-03,3.120573264851572525e-05,-1.917092723555635560e-03,-4.142293723412435180e-02,-4.392237298477479068e-02,9.557231839586934063e-03,1.892925804264562907e-05,8.529096043725481469e-02,6.455722354748081992e-06,-1.197571368167234945e-02,2.498992364588663653e-02,-1.759764982541028519e-02,-7.102592736127376523e-03,1.824333722622800691e-01,-1.336746954860918574e-02,-3.587705108507707220e-03,6.872910707926500927e-05,5.326400177850818072e-04,6.046935344572524945e-05
0.000000000000000000e+00,-1.228825566692346924e-03,-6.246326992925607148e-03,8.493080991086732071e-04,1.532633697449191090e-01,-5.375657226326653430e-03,6.097727867402269637e-04,-9.504243249641931152e-03,2.849486393688057054e-05,-3.948194051314637791e-03,-2.063800531729874561e-04,-1.065153992261459043e-02,1.109599496422511997e-03,2.865837375943345883e-03,6.924150306035753433e-02,1.903571003997344413e-01,-2.122846714747330613e-03,2.007725366961607069e-02,-8.237699291979039273e-02,-2.551396998185275627e-02,1.719590220227099620e-01,-3.789665478106019059e-02,-1.069258596045137705e-01,1.427478873908276293e-04,1.106679540947114529e-02,1.173675416414255851e-01
0.000000000000000000e+00,-7.580098195515815734e-04,-2.237174784218355986e-02,1.192719245248731333e-03,2.921160377091770455e-01,-5.085477272506299523e-02,2.207502442074898031e-03,-1.124420264134579333e-04,8.947340632234595647e-05,-5.322938804196889568e-04,-1.193266118909656892e-02,-4.321256391315300011e-02,7.099139556956761930e-03,3.462982493890530661e-04,5.261022014840848783e-03,8.747370863637864537e-04,-2.525470623875916698e-02,6.878111413379729006e-03,-1.804258175014760573e-02,-4.059906943433609638e-02,1.771962607703047587e-01,-1.647785134788619377e-02,-3.356802527787628582e-02,3.014169595904161561e-05,1.246026767385365226e-03,1.650746990876452228e-02
0.000000000000000000e+00,-5.131241239479802452e-04,-1.299229055367026597e-01,4.798204705793691904e-02,1.849667692037150202e-01,-6.413273398067406705e-02,5.421544181659026726e-03,-5.086058002217979344e-03,1.685332645773973247e-04,-3.223743700522886061e-03,-4.251296178186947383e-02,-2.094800697662720437e-02,2.098307192283464535e-03,1.006198155168184702e-04,1.135845026313392209e-01,1.004894241856790473e-04,-2.170308762859832902e-02,2.971643300200757097e-04,-9.568575105488556776e-02,-1.296684329451685928e-02,1.809936792879848211e-01,-1.402360043640493367e-02,-2.938348188579179357e-02,4.128357513022174255e-03,6.574711010279975665e-04,8.713455919424061349e-03
0.000000000000000000e+00,-7.020652266368576991e-04,-1.073303431456760770e-01,1.437161861022173432e-03,1.679910268864538425e-01,-4.753648954968254375e-02,1.873341536069268124e-03,-5.305553220472488318e-04,1.262321237709116990e-04,-9.617121031262527465e-04,-2.816741467345037012e-02,-8.057643412573611830e-02,9.289563474415089492e-03,1.247199948231892362e-04,5.423074580211757062e-03,1.852864203214117645e-04,-2.585016808819515580e-02,1.664038823888598900e-03,-5.939550351036440579e-02,-3.686941386535815685e-02,1.626492607213544661e-01,-8.516455723978529069e-03,-5.950433204109731311e-02,1.747883335905041618e-03,6.523151821799273199e-03,6.928337608947984783e-02
0.000000000000000000e+00,-5.027798025123157884e-03,-3.657842384935233986e-03,1.489056021481719285e-03,2.323876928157420918e-01,-4.274635233402906097e-03,3.172195337795889834e-04,-7.403080745687933744e-04,2.198324750379465996e-05,-1.347575427759777522e-04,-1.248166652146548775e-03,-6.287715611330567909e-03,4.653167284587833921e-03,8.085743760068613353e-04,3.796149244627272656e-02,3.441849956215885936e-02,-1.537689848040618180e-02,4.031463133660256881e-02,-1.901279925368468821e-02,-4.607712550192498251e-03,1.185245763825770737e-01,-3.703720942509917263e-02,-4.115923952749623617e-03,9.354255100953408347e-07,7.213293831637563464e-03,5.193865180393963249e-02
0.000000000000000000e+00,-1.976704126670082978e-03,-2.671312227333490566e-02,8.010018054876424844e-04,1.984156552071935087e-01,-2.039654189390572789e-02,1.294155509372402505e-03,-1.805352825565374991e-04,2.020306671768103959e-04,-1.619870447999080792e-03,-5.022092934005628617e-03,-2.863455214712201657e-02,1.345200344520992852e-03,3.330441268478749823e-04,2.444411235661725443e-03,6.379008273622279379e-04,-1.862945493035018940e-02,3.215735746557391809e-03,-4.872925274438712206e-02,-1.257926752123967110e-02,7.974651439291625954e-02,-1.160847313573136648e-02,-1.590170629107317407e-02,3.291366902679900659e-04,9.356458314685348748e-03,5.543726213534756059e-02
0.000000000000000000e+00,-1.342609240644485578e-02,-3.136024861427250446e-04,2.348257853894503903e-04,2.294406972412929291e-01,-1.697495663609058366e-03,8.811432533998073526e-04,-1.772836243967101585e-03,9.802497360306327765e-05,-2.013676956826975992e-03,-9.993479543032365430e-05,-3.433353801102241067e-03,5.526165557731120385e-03,5.498036842998056326e-03,1.241031884485703091e-01,1.367183275173192991e-01,-2.569179282943295436e-02,6.592469028162614708e-02,-7.580332747026224255e-03,-2.579871312600097097e-02,1.424946460439180662e-01,-2.309446581614334887e-02,-2.399562870336011469e-02,2.775957832287487585e-05,7.680438048757454172e-02,1.308186991777846309e-01
0.000000000000000000e+00,-6.019001476668570886e-04,-1.006612860619894231e-02,2.143072272385880875e-04,2.905322085357001094e-01,-5.747517301358177899e-02,5.146494775764592260e-04,-2.320296288775483030e-03,5.135682054534361885e-06,-8.171042670954791994e-05,-2.040064559421358645e-04,-8.474805479344822701e-02,9.965794685088059240e-03,1.142875559404564430e-04,6.996459101541133586e-04,4.006353764278558667e-03,-2.021477960853017633e-03,2.058651613251803389e-03,-2.209844922349782359e-03,-3.085071744791876430e-02,2.581514868145150243e-02,-4.133402919624713264e-05,-2.021660446444972781e-02,5.723488510596931264e-05,8.640692644384658644e-03,8.506283319937635312e-03
